caller_id,callee_id,call_start,call_duration,call_type,cell_id,location,imei,is_fraud
8743655157467,7332740496325,2023-09-29 18:38:41,15,sms_out,CELL_180,"-25.1409,50.4622",IMEI_583769,True
7391809108565,6302922416009,2023-01-21 20:53:10,10,voice_out,CELL_127,"32.2014,-167.9573",IMEI_716336,True
0855369837575,7598027105542,2023-11-15 03:09:39,5,sms_out,CELL_104,"75.0924,-116.7141",SWAP_6924,True
5979003497014,2147289847828,2023-10-18 06:05:39,10,voice_in,CELL_119,"-62.4241,167.7468",IMEI_529023,True
3025806159867,7162163511358,2023-02-09 18:22:21,10,sms_in,CELL_159,"-56.7204,-31.8705",IMEI_156975,True
0402127968643,6301381596140,2023-06-02 05:23:46,5,sms_out,CELL_184,"-80.8182,-169.7651",SWAP_1175,True
6705545075893,1575226788230,2023-06-21 20:08:50,10,sms_out,CELL_197,"-51.7938,-30.9586",IMEI_520651,True
4234565062082,7744798045853,2023-08-23 12:11:47,10,voice_in,CELL_173,"64.4015,-92.8868",IMEI_863818,True
0104650442602,8845387873234,2023-12-06 00:19:21,5,sms_out,CELL_136,"-43.2855,168.8638",SWAP_7180,True
5797596634341,3540796031733,2023-12-16 19:58:58,5,voice_in,CELL_198,"7.4796,175.5887",IMEI_971232,True
0197361570477,6791472263231,2023-12-26 13:57:59,10,sms_in,CELL_193,"83.8412,-87.7314",IMEI_852090,True
4288189874636,8060976758248,2023-02-16 13:05:55,5,sms_out,CELL_194,"-58.2660,138.8008",SWAP_4059,True
5860358095946,6674537700421,2023-12-19 21:52:53,10,sms_out,CELL_169,"-87.6580,112.4269",IMEI_547784,True
9490767220457,6853590683231,2023-02-10 03:24:30,10,voice_in,CELL_148,"-30.8897,-87.1343",IMEI_427372,True
7553136869690,6972470309651,2023-03-03 13:00:07,5,sms_out,CELL_129,"30.3380,-112.7742",SWAP_1242,True
6675268688875,8153239257382,2023-07-16 14:32:23,15,sms_in,CELL_130,"-87.7331,-48.5804",IMEI_631416,True
2131532134008,8341042545438,2023-04-15 02:16:01,10,voice_in,CELL_165,"45.1908,84.2699",IMEI_921897,True
3688317150806,8442966145636,2023-09-11 21:00:16,5,sms_out,CELL_172,"75.2410,-72.8347",SWAP_1285,True
8384256114918,1485210877806,2023-02-28 11:54:48,15,sms_out,CELL_195,"-62.4241,167.7468",IMEI_702579,True
6931201186795,9343454487692,2023-07-29 06:17:20,10,voice_out,CELL_169,"55.6897,37.3993",IMEI_571825,True
0285649820853,4714685546140,2023-11-02 02:57:29,5,sms_out,CELL_132,"-34.3287,-24.8082",SWAP_3501,True
4378982098356,2034367264873,2023-08-24 17:37:52,10,sms_in,CELL_150,"67.6078,-24.7939",IMEI_852090,True
5725460912852,9586144992299,2023-07-21 13:05:26,10,voice_out,CELL_159,"-35.4009,178.3089",IMEI_525134,True
0010732833847,4513610093320,2023-02-21 00:16:00,5,sms_out,CELL_121,"-18.1017,147.1074",SWAP_3423,True
7133089403936,3900251159859,2023-09-07 12:24:46,15,sms_out,CELL_182,"77.3116,18.0105",IMEI_361651,True
9305373918749,1539804879223,2023-04-18 05:23:19,10,sms_in,CELL_136,"10.5685,-46.9727",IMEI_326712,True
0649351431242,1134008304444,2023-01-10 16:39:34,5,sms_out,CELL_146,"78.7130,-79.5452",SWAP_5307,True
8522483321438,2852577035727,2023-07-17 14:46:39,15,sms_out,CELL_181,"23.3115,-158.3561",IMEI_544139,True
1848378104644,7326004982969,2023-08-30 09:19:24,10,sms_out,CELL_176,"-36.6871,85.4608",IMEI_661579,True
6276881125792,4015656745427,2023-02-22 15:03:07,5,sms_out,CELL_133,"9.9326,28.6332",SWAP_5619,True
3704645136426,5731215289620,2023-01-25 19:21:23,15,sms_in,CELL_145,"32.2014,-167.9573",IMEI_207187,True
9071922397096,4016992805069,2023-09-03 19:08:34,10,voice_in,CELL_114,"-82.3544,-5.8079",IMEI_514078,True
7629362042281,8930413658220,2023-09-23 06:40:33,5,sms_out,CELL_119,"51.2282,-132.2276",SWAP_7137,True
9693651751313,5285949129301,2023-03-18 23:29:40,5,sms_out,CELL_180,"-31.0568,97.3855",IMEI_878443,True
2548225785996,8468600588661,2023-02-12 19:30:46,10,voice_out,CELL_198,"34.0703,107.8119",IMEI_699489,True
7850420074606,9486862610127,2023-05-16 01:22:55,5,sms_out,CELL_108,"34.4569,159.9279",SWAP_5528,True
4243297356049,3851670370149,2023-09-20 15:03:22,10,voice_in,CELL_167,"-34.7895,134.7141",IMEI_814563,True
5727450183520,8811039978520,2023-02-14 03:14:09,10,voice_in,CELL_115,"62.1709,3.7866",IMEI_853471,True
1807468925644,2342669775638,2023-10-13 00:20:16,5,sms_out,CELL_137,"-80.0859,-50.3089",SWAP_1957,True
8641445864522,7353868016847,2023-09-13 10:45:45,10,sms_in,CELL_175,"-33.6145,165.4837",IMEI_215056,True
4610118482553,6878311667406,2023-06-16 00:42:42,10,sms_in,CELL_133,"-16.1427,117.4945",IMEI_340821,True
5010758872568,2297205623446,2023-01-23 03:59:06,5,sms_out,CELL_104,"-42.9501,-168.2287",SWAP_2962,True
8663577369942,5865050965858,2023-03-24 20:08:05,5,voice_out,CELL_107,"-66.2628,-36.1071",IMEI_833190,True
3721744695415,0907021731135,2023-04-22 13:52:52,10,sms_in,CELL_180,"24.2721,-73.6802",IMEI_984398,True
9917223853097,8503163011157,2023-01-23 17:01:32,5,sms_out,CELL_175,"-27.0642,128.1549",SWAP_3372,True
5838298097897,1701276815189,2023-05-19 22:49:53,10,voice_out,CELL_171,"-37.2408,121.9020",IMEI_918337,True
1765969283598,7381234441517,2023-12-06 13:29:34,10,voice_out,CELL_145,"7.4796,175.5887",IMEI_578438,True
3979128812271,7201493989817,2023-10-24 20:54:10,5,sms_out,CELL_122,"-43.7337,148.7530",SWAP_4212,True
9795003072599,8388925681134,2023-02-06 12:49:09,5,sms_out,CELL_106,"-89.7261,-144.4823",IMEI_289440,True
4528605898595,7278326786828,2023-01-24 17:24:08,10,sms_in,CELL_106,"54.9629,68.4098",IMEI_298186,True
3870529619635,8438709207467,2023-08-19 05:03:43,5,sms_out,CELL_179,"18.1395,126.8144",SWAP_6636,True
6112441907774,5208233259993,2023-08-08 05:22:39,15,sms_in,CELL_100,"-79.8384,-24.4584",IMEI_448377,True
7182639320239,9256774175034,2023-08-06 03:11:43,10,sms_out,CELL_170,"18.6458,148.0381",IMEI_782511,True
0657740606133,5487225887540,2023-10-10 16:50:02,5,sms_out,CELL_153,"-8.3289,-82.3518",SWAP_6645,True
2371089148135,7605237388544,2023-11-26 17:37:50,10,sms_in,CELL_165,"63.9966,14.9044",IMEI_223091,True
6517497495493,4411829195259,2023-08-13 05:05:51,10,sms_out,CELL_133,"-22.4314,30.4173",IMEI_239713,True
5015689059931,3060713123188,2023-02-26 22:51:02,5,sms_out,CELL_130,"83.6796,-15.2025",SWAP_4661,True
9715769795862,3377051592486,2023-04-23 20:06:45,15,voice_in,CELL_122,"20.1933,132.5236",IMEI_263994,True
2400192846694,7490550945190,2023-08-15 11:27:12,10,voice_in,CELL_179,"-35.0228,5.8778",IMEI_895796,True
6650421611074,4001948225446,2023-08-30 06:59:27,5,sms_out,CELL_185,"-89.5988,-51.2876",SWAP_1679,True
1228433991110,0716039698089,2023-01-28 08:20:52,15,voice_in,CELL_138,"14.4183,40.1699",IMEI_914108,True
5424718793416,7380199734893,2023-03-03 12:13:05,10,sms_in,CELL_159,"9.9326,28.6332",IMEI_896768,True
9232710065343,4232212236338,2023-05-20 20:38:00,5,sms_out,CELL_192,"82.1708,-44.3207",SWAP_5883,True
5339482238366,5029382466303,2023-05-07 22:50:25,10,sms_out,CELL_110,"-89.7796,3.1750",IMEI_945403,True
8303002984399,2891146208354,2023-11-06 03:29:19,10,voice_out,CELL_166,"85.7727,35.2950",IMEI_456883,True
9896308445776,8533213592102,2023-06-09 18:09:37,5,sms_out,CELL_190,"-33.0506,72.5202",SWAP_1809,True
7264233863490,7404148689107,2023-11-30 03:32:00,15,voice_in,CELL_191,"-10.6528,2.0794",IMEI_239208,True
4158341837034,5320795181772,2023-09-14 09:36:08,10,sms_out,CELL_171,"73.1598,-30.3647",IMEI_414535,True
2453813666207,0482759345527,2023-04-06 04:05:00,5,sms_out,CELL_125,"-82.7510,-68.8795",SWAP_7309,True
7575364946408,2173228721049,2023-12-18 02:34:08,15,sms_out,CELL_146,"-37.9306,-92.4970",IMEI_964021,True
5562551743375,2827524324190,2023-07-25 18:33:24,10,voice_in,CELL_142,"-58.2660,138.8008",IMEI_207716,True
5397157198492,1800285843710,2023-06-05 23:34:14,5,sms_out,CELL_110,"-46.8483,-81.1782",SWAP_7736,True
5455099371874,3167769046431,2023-06-15 14:41:26,15,sms_in,CELL_137,"39.2566,133.8908",IMEI_802854,True
6514051167462,2405104463861,2023-06-04 21:34:51,10,voice_out,CELL_189,"-32.0354,-135.8341",IMEI_482432,True
7676670672704,9294130933253,2023-07-06 06:46:47,5,sms_out,CELL_170,"-58.2660,138.8008",SWAP_3452,True
8461589305374,4903552356081,2023-03-06 11:53:31,15,sms_out,CELL_150,"-52.8859,-70.3389",IMEI_306410,True
2481170884006,9061155762983,2023-11-13 07:49:51,10,sms_in,CELL_181,"-37.9306,-92.4970",IMEI_992325,True
4907557538873,0911404225163,2023-02-17 22:49:57,5,sms_out,CELL_118,"48.7551,-118.9062",SWAP_6063,True
0045518299934,5090731868473,2023-12-14 18:59:38,15,sms_in,CELL_134,"-36.1881,-111.2164",IMEI_869815,True
9349617737028,1909546382399,2023-12-11 15:27:57,10,voice_in,CELL_157,"60.5111,8.8032",IMEI_866853,True
4695936783356,8185983107486,2023-03-01 07:57:01,5,sms_out,CELL_176,"-83.1151,-92.8008",SWAP_9446,True
5528966703142,4912792944389,2023-05-14 13:04:02,5,voice_out,CELL_110,"52.5507,3.1733",IMEI_936204,True
9534023032251,2970471596391,2023-09-29 06:45:37,10,sms_in,CELL_160,"-75.7643,57.8576",IMEI_642106,True
7205179954260,4211432024072,2023-02-15 00:33:58,5,sms_out,CELL_163,"-89.0528,-13.9179",SWAP_9085,True
4972831512586,6235305077906,2023-02-04 07:13:12,5,sms_in,CELL_194,"-73.3565,-175.1262",IMEI_721841,True
1517283911641,3969963865885,2023-12-06 04:26:50,10,voice_in,CELL_121,"-80.8182,-169.7651",IMEI_239208,True
3555792446515,4279168671413,2023-04-13 12:25:24,5,sms_out,CELL_184,"-70.0672,12.0816",SWAP_6202,True
4005038634430,8170030810127,2023-03-30 11:46:20,15,voice_in,CELL_172,"-63.9939,-126.2786",IMEI_671510,True
8784515667905,6829405732684,2023-08-05 11:49:00,10,voice_out,CELL_165,"70.6547,-137.1871",IMEI_185076,True
4411494927119,1696144967007,2023-05-20 12:48:34,5,sms_out,CELL_105,"-47.5033,129.9820",SWAP_7624,True
7999046215704,8783810195807,2023-05-05 10:15:02,15,voice_in,CELL_167,"-62.6001,-149.4777",IMEI_875059,True
8392716488182,0286053462209,2023-04-30 21:08:37,10,voice_in,CELL_108,"-47.6209,0.8986",IMEI_564923,True
2076297113436,6814436982292,2023-10-21 07:17:18,5,sms_out,CELL_171,"-35.9639,106.1739",SWAP_2390,True
7928819903590,6415811618992,2023-09-16 15:47:49,10,sms_out,CELL_193,"-69.4830,121.8694",IMEI_486531,True
5219139574414,9780045941162,2023-01-23 21:33:18,10,sms_out,CELL_157,"-37.2408,121.9020",IMEI_682419,True
1563250568511,0962064348296,2023-05-27 11:06:24,5,sms_out,CELL_197,"64.3622,160.0429",SWAP_3978,True
8470435846236,8008771927772,2023-03-04 08:08:29,10,voice_in,CELL_135,"-40.1534,-164.7422",IMEI_737282,True
8013235831248,6556703288547,2023-02-15 04:56:56,10,voice_in,CELL_115,"-64.1501,-151.2816",IMEI_852090,True
1843692287807,7048362448742,2023-09-15 00:26:29,5,sms_out,CELL_143,"83.6754,145.7970",SWAP_6649,True
7627747851305,9937939899373,2023-01-15 12:57:47,10,voice_in,CELL_137,"12.6481,65.9434",IMEI_256502,True
0619909983159,0602341155391,2023-01-17 22:44:25,10,sms_in,CELL_182,"-48.3809,155.9199",IMEI_809778,True
9960058354435,4616026985263,2023-02-03 19:56:01,5,sms_out,CELL_103,"-30.7927,-28.4821",SWAP_6384,True
4031172936941,1935463569008,2023-11-23 12:14:21,15,sms_out,CELL_124,"-51.7980,45.7866",IMEI_964597,True
3086753747955,8744532596381,2023-01-01 08:30:42,10,sms_in,CELL_176,"-75.4896,170.7808",IMEI_580720,True
2270258910681,6621606469142,2023-05-19 21:27:07,5,sms_out,CELL_135,"-50.7999,-115.0814",SWAP_4318,True
5491153101663,1069036627722,2023-12-21 02:19:49,10,voice_out,CELL_182,"-9.6111,157.8325",IMEI_444252,True
3678737376404,8284582519050,2023-09-08 18:06:48,10,sms_out,CELL_147,"55.8653,149.5463",IMEI_722087,True
5365263715644,8372218436809,2023-10-27 05:02:09,5,sms_out,CELL_161,"23.3115,-158.3561",SWAP_5582,True
7195894425710,3002208166685,2023-12-01 06:42:46,10,voice_in,CELL_132,"-64.1501,-151.2816",IMEI_781192,True
4346430524474,0321580763329,2023-05-16 08:09:04,10,sms_in,CELL_112,"57.3259,-32.9840",IMEI_397583,True
6430326940596,8917742675747,2023-04-08 10:42:26,5,sms_out,CELL_174,"-76.8744,24.4052",SWAP_2467,True
3867767198044,0647834579726,2023-09-11 07:59:48,10,sms_out,CELL_158,"51.4698,-52.0143",IMEI_585561,True
2907933792946,7558065151552,2023-11-09 10:02:16,10,voice_in,CELL_100,"-11.8122,-124.4051",IMEI_945403,True
7546408919451,1388453249499,2023-02-23 20:18:44,5,sms_out,CELL_121,"45.1908,84.2699",SWAP_7542,True
4725625984591,5655328435817,2023-04-10 22:22:46,10,voice_out,CELL_154,"-56.7537,91.9213",IMEI_446175,True
2794216588200,9907076725089,2023-08-09 13:58:30,10,sms_in,CELL_120,"-53.5406,-94.7257",IMEI_630143,True
8014268156428,9678512295873,2023-12-03 00:34:49,5,sms_out,CELL_189,"44.6969,-54.4163",SWAP_3809,True
3085916519013,1369604395145,2023-01-11 04:03:54,5,sms_out,CELL_115,"-50.3746,-157.2312",IMEI_525134,True
2752931799316,3285380092884,2023-07-02 22:40:51,10,voice_in,CELL_182,"64.6478,-91.3389",IMEI_661579,True
8913489138916,7691487709621,2023-11-07 11:07:47,5,sms_out,CELL_174,"53.6699,-169.3963",SWAP_1943,True
5731080568988,1665788527643,2023-01-16 23:28:31,5,sms_in,CELL_109,"22.5270,15.3410",IMEI_650058,True
9797314980013,7880618855968,2023-03-29 23:14:13,10,sms_out,CELL_198,"-89.5988,-51.2876",IMEI_840568,True
1361996989956,8498878357031,2023-10-26 16:08:08,5,sms_out,CELL_104,"38.6485,90.8787",SWAP_7157,True
1795441841444,3165253212984,2023-08-07 21:05:33,15,sms_out,CELL_186,"80.4748,68.5483",IMEI_256502,True
0848562924551,6925838568294,2023-10-23 13:28:26,10,sms_in,CELL_170,"25.7238,-133.4732",IMEI_240178,True
5747717467689,6002618843276,2023-02-13 04:57:26,5,sms_out,CELL_100,"63.1324,132.4102",SWAP_2049,True
5027546838730,4589119271541,2023-03-08 19:05:11,5,voice_in,CELL_198,"17.5806,32.3732",IMEI_707704,True
7192850681813,4583431206914,2023-11-15 18:01:02,10,sms_out,CELL_114,"-56.6590,154.4229",IMEI_630441,True
4892579971090,4966691865973,2023-10-06 14:10:36,5,sms_out,CELL_177,"-54.7853,-36.2492",SWAP_5600,True
7661277747993,1172035159284,2023-04-05 05:59:58,5,sms_out,CELL_176,"-30.8017,140.5374",IMEI_298186,True
6475647419060,1992134892758,2023-01-26 12:12:20,10,voice_in,CELL_183,"13.2668,93.9947",IMEI_524348,True
6141581074509,2833968603199,2023-07-17 01:41:01,5,sms_out,CELL_156,"-36.1953,104.1050",SWAP_2632,True
6325656029022,9843154129821,2023-06-25 14:34:39,10,sms_in,CELL_184,"41.1520,-14.0623",IMEI_984398,True
7126656479029,8605091501048,2023-05-23 01:50:55,10,voice_in,CELL_179,"-39.5174,114.3451",IMEI_766397,True
4301899119408,3571964841116,2023-12-11 20:04:57,5,sms_out,CELL_185,"59.1688,-12.2353",SWAP_5622,True
6794855792094,7667026551401,2023-05-17 21:41:19,5,voice_out,CELL_163,"-47.6338,-131.2712",IMEI_731146,True
8685510770854,3784406211849,2023-05-24 19:47:38,10,sms_out,CELL_154,"1.3600,-70.0351",IMEI_110840,True
2965467247174,3543133369431,2023-04-28 17:37:47,5,sms_out,CELL_117,"12.8268,48.3229",SWAP_5807,True
2739875428808,1753437203298,2023-07-30 13:10:30,10,voice_out,CELL_182,"-89.1087,131.5817",IMEI_219599,True
2789659477720,6765943408414,2023-11-25 16:30:28,10,voice_in,CELL_145,"29.8794,177.7596",IMEI_316210,True
6935972023836,2852359688485,2023-11-22 10:13:49,5,sms_out,CELL_102,"51.8657,-152.8441",SWAP_5063,True
2496101154935,8048693164198,2023-07-01 14:46:36,10,sms_out,CELL_164,"48.2666,-95.4396",IMEI_256502,True
6110776138359,4556755850718,2023-06-27 16:05:55,10,sms_out,CELL_111,"78.7130,-79.5452",IMEI_326648,True
4783434493508,4876485177949,2023-05-20 08:45:41,5,sms_out,CELL_100,"85.5544,140.8981",SWAP_1138,True
8027704613632,4473240526274,2023-05-02 07:28:56,15,voice_out,CELL_162,"62.2197,-85.8160",IMEI_680015,True
3063589054662,1073142245586,2023-12-26 03:28:06,10,sms_out,CELL_102,"-22.8140,132.6091",IMEI_462764,True
6674877186134,6486046581386,2023-02-14 08:59:27,5,sms_out,CELL_134,"-79.9644,-66.7022",SWAP_6761,True
6191245310252,0842044014542,2023-04-03 10:36:12,5,voice_out,CELL_147,"-43.2855,168.8638",IMEI_367090,True
1678556291146,7349667931340,2023-09-30 04:39:54,10,sms_in,CELL_188,"-64.8132,122.6783",IMEI_661231,True
7104217399125,7483243988529,2023-05-02 15:08:50,5,sms_out,CELL_119,"6.3626,-86.2726",SWAP_4597,True
1473325302905,3509652617659,2023-05-29 23:45:37,15,sms_in,CELL_196,"-6.6253,-39.2652",IMEI_602194,True
0275272241112,8225244597104,2023-05-24 13:11:12,10,sms_out,CELL_184,"23.8320,-34.2032",IMEI_834543,True
8537285264028,7346291820377,2023-04-14 15:56:39,5,sms_out,CELL_146,"24.2721,-73.6802",SWAP_2568,True
6589990056260,6272239615111,2023-03-09 04:50:33,5,voice_out,CELL_100,"-57.3687,1.7564",IMEI_118129,True
3537769159330,9182697637317,2023-06-25 20:10:58,10,sms_in,CELL_151,"43.6262,47.4645",IMEI_289544,True
2938162132080,4705096967346,2023-12-20 14:04:28,5,sms_out,CELL_143,"-43.7528,170.5360",SWAP_4787,True
3956248406052,5225932194019,2023-08-07 02:29:31,15,sms_out,CELL_133,"45.1908,84.2699",IMEI_234703,True
4780122886903,8327471703094,2023-04-15 23:19:07,10,sms_out,CELL_112,"-74.9669,139.1975",IMEI_346829,True
7816436677001,3612522002503,2023-03-11 19:38:54,5,sms_out,CELL_117,"-28.1430,-65.1629",SWAP_5286,True
5927125441282,3354384339618,2023-08-18 11:49:26,10,sms_out,CELL_125,"67.9039,-96.7570",IMEI_279347,True
8914127262261,6904037538094,2023-09-17 14:54:28,10,sms_in,CELL_147,"-41.0042,41.8458",IMEI_952057,True
4202678097149,6447659271420,2023-08-24 05:16:55,5,sms_out,CELL_195,"67.0180,-171.4370",SWAP_4785,True
5710003510031,1106846844712,2023-03-27 07:17:09,5,voice_in,CELL_162,"52.0357,78.2055",IMEI_606968,True
0171093345883,2033276770342,2023-03-18 09:00:53,10,sms_out,CELL_172,"2.1563,-77.8653",IMEI_492341,True
8171885124808,0815867416580,2023-08-24 07:02:04,5,sms_out,CELL_177,"-39.8274,-115.6372",SWAP_9524,True
2662319098165,2097783950703,2023-08-25 00:48:07,15,voice_in,CELL_103,"77.5774,-82.4764",IMEI_138160,True
3130248369450,2206015980984,2023-11-04 08:37:22,10,sms_in,CELL_123,"80.1965,-151.6281",IMEI_307060,True
5736626989224,8875794419506,2023-03-31 11:10:11,5,sms_out,CELL_173,"-62.6001,-149.4777",SWAP_2089,True
4836956434848,4145535844845,2023-11-04 15:21:09,15,sms_out,CELL_150,"-75.8015,70.4647",IMEI_975921,True
8361653534758,2739437191653,2023-04-24 20:16:40,10,voice_out,CELL_121,"-46.0713,105.9482",IMEI_677107,True
4580133369190,1271763846835,2023-02-20 23:08:58,5,sms_out,CELL_152,"-60.8931,24.7641",SWAP_6911,True
4245525717879,2155253787911,2023-10-18 07:27:06,10,voice_in,CELL_156,"-40.6656,179.9778",IMEI_754826,True
9603415592111,7596862102257,2023-11-08 06:09:57,10,sms_out,CELL_196,"-60.6835,30.7898",IMEI_298186,True
1780422164357,7800643767327,2023-02-04 08:17:37,5,sms_out,CELL_125,"64.3622,160.0429",SWAP_9207,True
4759642398104,0678662419226,2023-12-14 18:20:38,15,voice_in,CELL_196,"9.9326,28.6332",IMEI_192424,True
7277235165111,5274303992299,2023-01-28 02:47:44,10,sms_in,CELL_158,"23.6095,123.7972",IMEI_677107,True
4882558736373,3691620448506,2023-08-16 02:20:09,5,sms_out,CELL_179,"-17.2189,-14.4415",SWAP_6766,True
7393523507557,7135186953919,2023-06-03 15:04:12,5,sms_out,CELL_175,"16.8130,18.1193",IMEI_316210,True
3503238435559,8798117399083,2023-03-12 12:19:53,10,voice_out,CELL_126,"22.5270,15.3410",IMEI_922402,True
9603750911256,3992403495964,2023-07-17 12:48:39,5,sms_out,CELL_101,"-25.3962,-102.0534",SWAP_9469,True
4172882247677,5366075903113,2023-03-24 02:04:40,5,sms_in,CELL_175,"16.3718,-167.4767",IMEI_142409,True
4064441779217,2670133223591,2023-07-11 23:59:51,10,voice_out,CELL_116,"-71.1967,96.4396",IMEI_410325,True
8931707076528,9984541502349,2023-04-14 05:13:09,5,sms_out,CELL_122,"-22.0031,72.0100",SWAP_5889,True
7297817614729,2091860893833,2023-12-19 07:46:51,15,voice_in,CELL_196,"75.0961,-11.5137",IMEI_708919,True
7999318350350,2688111077099,2023-08-14 06:19:13,10,sms_in,CELL_181,"-82.4857,-159.6287",IMEI_340821,True
4578226093932,8506502866355,2023-03-02 17:12:13,5,sms_out,CELL_122,"-7.9002,-42.0827",SWAP_4745,True
7979608983226,6625790369872,2023-09-27 12:59:21,15,voice_in,CELL_155,"10.6862,159.8233",IMEI_103026,True
9270592808929,0456273980232,2023-06-30 09:27:41,10,voice_in,CELL_114,"-71.0799,-2.5800",IMEI_639612,True
2192091457424,3491749759430,2023-09-08 13:51:33,5,sms_out,CELL_128,"-45.4257,-86.4764",SWAP_2682,True
6227473299353,1593207554623,2023-05-10 03:34:27,10,voice_in,CELL_127,"60.5111,8.8032",IMEI_300816,True
3472258425935,0573406702102,2023-11-12 18:30:09,10,sms_out,CELL_114,"76.7111,124.5759",IMEI_405883,True
9697654586394,2607304898324,2023-07-28 16:44:52,5,sms_out,CELL_194,"-19.5793,84.5065",SWAP_9615,True
7297977517471,8158188354213,2023-12-25 09:18:16,10,voice_in,CELL_148,"-41.4612,59.7820",IMEI_960956,True
0367781835644,7257632213738,2023-09-12 02:48:43,10,voice_out,CELL_188,"-35.4009,178.3089",IMEI_568496,True
1563857720266,9458907758392,2023-06-22 04:06:47,5,sms_out,CELL_113,"-70.5221,-41.4831",SWAP_7378,True
4331845169332,8860444642063,2023-06-06 22:05:42,10,voice_in,CELL_106,"-87.5342,152.9516",IMEI_974866,True
9439530018987,8973103033260,2023-07-20 01:14:21,10,voice_out,CELL_131,"-83.8320,147.1510",IMEI_261441,True
6130538780509,9689716915123,2023-07-02 03:19:21,5,sms_out,CELL_160,"29.8994,-92.5140",SWAP_2137,True
3167741560232,3284670481745,2023-07-05 23:46:26,5,voice_in,CELL_150,"78.2705,-161.8860",IMEI_490645,True
8545606985613,4039785347127,2023-02-06 07:45:25,10,voice_in,CELL_101,"-33.8122,104.5727",IMEI_850968,True
9641070778376,0837935801782,2023-06-26 20:25:26,5,sms_out,CELL_158,"61.7789,25.0086",SWAP_1567,True
3485112772530,4429461693443,2023-06-11 03:42:15,5,sms_in,CELL_118,"-62.0197,-73.8609",IMEI_751367,True
5051628067008,6135392361371,2023-11-03 06:06:09,10,voice_in,CELL_157,"33.2018,92.5546",IMEI_602194,True
3053102728560,6307047705280,2023-04-22 08:54:16,5,sms_out,CELL_171,"-61.3602,113.8549",SWAP_5842,True
3550805167227,0455037573440,2023-01-23 00:10:22,5,sms_in,CELL_152,"-73.9346,56.3463",IMEI_237469,True
4041166368572,7003758726669,2023-09-26 23:59:47,10,sms_out,CELL_166,"-65.2497,49.6926",IMEI_394692,True
7467488428005,4369089118646,2023-06-26 09:38:58,5,sms_out,CELL_146,"-45.6377,136.8477",SWAP_8655,True
5602001526739,2440766053126,2023-05-13 04:08:07,10,sms_out,CELL_161,"17.2854,107.9757",IMEI_571825,True
4717851848710,4800542520968,2023-01-28 10:17:23,10,voice_in,CELL_159,"81.9804,133.5992",IMEI_289440,True
7062140711849,6227421428290,2023-11-27 15:53:52,5,sms_out,CELL_183,"76.7111,124.5759",SWAP_7492,True
3795968880874,4739799531685,2023-09-03 01:21:56,5,voice_in,CELL_177,"-16.1314,61.9026",IMEI_715109,True
7401128759990,6641032022279,2023-07-21 18:18:22,10,voice_out,CELL_136,"-22.0031,72.0100",IMEI_780869,True
